trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
125,False,"{'a': 0.35, 'e': 0.6875000000000067}",30,0,-132.82756774871444,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
126,False,"{'a': 0.35, 'e': 0.6850000000000067}",35,0,-248.94423229990792,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 5}",0
127,False,"{'a': 0.35, 'e': 0.6825000000000068}",20,13,1.6578470068045892,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.35, 'e': 0.6800000000000068}",25,0,-92.64430033231017,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
129,False,"{'a': 0.35, 'e': 0.6775000000000069}",30,4,-0.9462542329884014,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 0}",1
130,False,"{'a': 0.35, 'e': 0.6750000000000069}",20,4,-99.00962360981266,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 2}",1
131,False,"{'a': 0.35, 'e': 0.672500000000007}",30,0,-149.32403871381112,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
132,False,"{'a': 0.35, 'e': 0.670000000000007}",20,0,-66.7322953067425,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
133,False,"{'a': 0.35, 'e': 0.6675000000000071}",20,0,-16.559205055599776,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
134,False,"{'a': 0.35, 'e': 0.6650000000000071}",25,16,0.9197081451599496,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.35, 'e': 0.6625000000000072}",20,0,-39.69308067649322,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
136,False,"{'a': 0.35, 'e': 0.6600000000000072}",20,0,-63.77196974383772,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",1
137,False,"{'a': 0.35, 'e': 0.6575000000000073}",20,3,-5.469310159341368,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
138,False,"{'a': 0.35, 'e': 0.6550000000000074}",20,0,-71.50641439554789,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
139,False,"{'a': 0.35, 'e': 0.6525000000000074}",25,0,-97.67486947206994,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
140,False,"{'a': 0.35, 'e': 0.6500000000000075}",35,0,-107.23273796454912,"{0: 26, 1: 3, 2: 3, 3: 1, 4: 2}",0
141,False,"{'a': 0.35, 'e': 0.6475000000000075}",25,0,-106.92910771562994,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
142,False,"{'a': 0.35, 'e': 0.6450000000000076}",30,0,-54.537577775033405,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
143,False,"{'a': 0.35, 'e': 0.6425000000000076}",25,0,-63.79453875114778,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
144,False,"{'a': 0.35, 'e': 0.6400000000000077}",20,2,-33.527621979661795,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.35, 'e': 0.6375000000000077}",20,10,15.081461429603115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.35, 'e': 0.6350000000000078}",20,2,-33.22468294247153,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
147,False,"{'a': 0.35, 'e': 0.6325000000000078}",20,0,-54.883502685750464,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
148,False,"{'a': 0.35, 'e': 0.6300000000000079}",20,6,-67.61624737457589,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
149,False,"{'a': 0.35, 'e': 0.6275000000000079}",25,0,-64.0303814655149,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
150,False,"{'a': 0.35, 'e': 0.625000000000008}",25,0,-52.39744596540076,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
151,False,"{'a': 0.35, 'e': 0.622500000000008}",20,12,7.881366754445946,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.35, 'e': 0.6200000000000081}",30,4,-39.75424623411985,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 0}",1
153,False,"{'a': 0.35, 'e': 0.6175000000000082}",25,0,-132.36325978007787,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
154,False,"{'a': 0.35, 'e': 0.6150000000000082}",20,0,-52.4494821088248,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
155,False,"{'a': 0.35, 'e': 0.6125000000000083}",25,0,-22.31398342334051,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
156,False,"{'a': 0.35, 'e': 0.6100000000000083}",25,0,-60.976849721962814,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",1
157,False,"{'a': 0.35, 'e': 0.6075000000000084}",25,0,-60.980605361118194,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
158,False,"{'a': 0.35, 'e': 0.6050000000000084}",25,0,-85.70006307952231,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
159,False,"{'a': 0.35, 'e': 0.6025000000000085}",20,13,-27.14618554589046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
160,False,"{'a': 0.35, 'e': 0.6000000000000085}",25,0,-80.74638478495648,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
161,False,"{'a': 0.35, 'e': 0.5975000000000086}",25,0,-11.072577562808064,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
162,False,"{'a': 0.35, 'e': 0.5950000000000086}",30,0,-16.94423064261616,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
163,False,"{'a': 0.35, 'e': 0.5925000000000087}",25,0,-107.2238588986041,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
164,False,"{'a': 0.35, 'e': 0.5900000000000087}",20,0,-52.1953593813866,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
165,False,"{'a': 0.35, 'e': 0.5875000000000088}",20,0,-70.46374640623023,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
166,False,"{'a': 0.35, 'e': 0.5850000000000088}",20,9,-23.476131917808495,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
167,False,"{'a': 0.35, 'e': 0.5825000000000089}",20,0,-28.923650978691455,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
168,False,"{'a': 0.35, 'e': 0.580000000000009}",20,4,-25.691278125612133,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
169,False,"{'a': 0.35, 'e': 0.577500000000009}",20,0,-66.35767947974776,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
170,False,"{'a': 0.35, 'e': 0.5750000000000091}",25,12,7.565831736840549,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.35, 'e': 0.5725000000000091}",20,0,-108.3358049182674,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
172,False,"{'a': 0.35, 'e': 0.5700000000000092}",20,0,-3.114803575151236,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
173,False,"{'a': 0.35, 'e': 0.5675000000000092}",25,17,-68.1724803369856,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
174,False,"{'a': 0.35, 'e': 0.5650000000000093}",25,15,12.320656271573004,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.35, 'e': 0.5625000000000093}",25,2,-168.77020996699812,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 4}",1
176,False,"{'a': 0.35, 'e': 0.5600000000000094}",20,7,-12.461805684997874,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
177,False,"{'a': 0.35, 'e': 0.5575000000000094}",20,0,-64.60403891172807,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
178,False,"{'a': 0.35, 'e': 0.5550000000000095}",30,0,-63.52452457150933,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
179,False,"{'a': 0.35, 'e': 0.5525000000000095}",25,18,8.589365249240373,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.35, 'e': 0.5500000000000096}",20,14,-1.847281682800599,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.35, 'e': 0.5475000000000096}",25,18,5.950902396385342,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.35, 'e': 0.5450000000000097}",25,0,-48.91086967250145,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
183,False,"{'a': 0.35, 'e': 0.5425000000000098}",20,12,-7.41204947874208,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.35, 'e': 0.5400000000000098}",20,0,-41.864298226993014,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
185,False,"{'a': 0.35, 'e': 0.5375000000000099}",20,0,-66.8805436946777,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
186,False,"{'a': 0.35, 'e': 0.5350000000000099}",20,7,-73.39954085999821,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
187,False,"{'a': 0.35, 'e': 0.53250000000001}",25,0,-31.066419813354806,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
188,False,"{'a': 0.35, 'e': 0.53000000000001}",25,14,-45.45270293583755,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
189,False,"{'a': 0.35, 'e': 0.5275000000000101}",20,0,-33.50102762436354,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
190,False,"{'a': 0.35, 'e': 0.5250000000000101}",20,6,-10.377105068891991,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.35, 'e': 0.5225000000000102}",25,17,-29.802652033873837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.35, 'e': 0.5200000000000102}",20,0,-13.704454172239139,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
193,False,"{'a': 0.35, 'e': 0.5175000000000103}",25,0,-28.157570113236336,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",1
194,False,"{'a': 0.35, 'e': 0.5150000000000103}",25,16,-30.071604371688537,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
195,False,"{'a': 0.35, 'e': 0.5125000000000104}",25,2,-41.672483074156865,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
196,False,"{'a': 0.35, 'e': 0.5100000000000104}",25,17,11.389733997515599,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.35, 'e': 0.5075000000000105}",20,12,-29.602460790643704,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
198,False,"{'a': 0.35, 'e': 0.5050000000000106}",35,7,-30.903027441470055,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.35, 'e': 0.5025000000000106}",20,14,10.334764542738291,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.35, 'e': 0.5000000000000107}",20,0,-14.353535618972991,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
201,False,"{'a': 0.35, 'e': 0.49750000000001066}",20,6,-70.93925612841032,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
202,False,"{'a': 0.35, 'e': 0.49500000000001065}",25,7,-29.715847647835535,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.35, 'e': 0.49250000000001065}",25,0,-75.69885968057586,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
204,False,"{'a': 0.35, 'e': 0.49000000000001065}",35,1,-109.40554948203712,"{0: 26, 1: 1, 2: 3, 3: 2, 4: 2}",1
205,False,"{'a': 0.35, 'e': 0.48750000000001065}",25,16,-6.126069462001485,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.35, 'e': 0.48500000000001064}",25,3,-47.07024290243731,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.35, 'e': 0.48250000000001064}",30,19,-7.607353774569915,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.35, 'e': 0.48000000000001064}",25,11,-27.913287664082144,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
209,False,"{'a': 0.35, 'e': 0.47750000000001064}",20,8,8.191414213953696,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.35, 'e': 0.47500000000001064}",35,10,-85.3776715469795,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",1
211,False,"{'a': 0.35, 'e': 0.47250000000001063}",20,5,-81.42268973085748,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
212,False,"{'a': 0.35, 'e': 0.47000000000001063}",20,4,-110.16298220380004,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 2}",1
213,False,"{'a': 0.35, 'e': 0.46750000000001063}",20,0,11.755982765758201,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.35, 'e': 0.4650000000000106}",20,0,-34.09254262017578,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
215,False,"{'a': 0.35, 'e': 0.4625000000000106}",25,0,-44.50231543687456,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
216,False,"{'a': 0.35, 'e': 0.4600000000000106}",25,16,16.829002065860728,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.35, 'e': 0.4575000000000106}",25,3,15.971503227530768,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.35, 'e': 0.4550000000000106}",20,9,-4.754145823093283,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.35, 'e': 0.4525000000000106}",20,3,16.68548883523841,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.35, 'e': 0.4500000000000106}",25,11,-50.639248872443574,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
221,False,"{'a': 0.35, 'e': 0.4475000000000106}",20,0,-41.531767289054166,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
222,False,"{'a': 0.35, 'e': 0.4450000000000106}",25,3,-8.03475796160356,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
223,False,"{'a': 0.35, 'e': 0.4425000000000106}",20,0,-54.88206588722529,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
224,False,"{'a': 0.35, 'e': 0.4400000000000106}",20,0,-14.736996520347631,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
225,False,"{'a': 0.35, 'e': 0.4375000000000106}",25,0,-15.687232961658152,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
226,False,"{'a': 0.35, 'e': 0.4350000000000106}",25,0,-6.751027266803783,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
227,False,"{'a': 0.35, 'e': 0.4325000000000106}",20,0,-19.76938564832548,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
228,False,"{'a': 0.35, 'e': 0.4300000000000106}",20,10,10.985139988962905,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.35, 'e': 0.4275000000000106}",25,0,-28.59400365101044,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
230,False,"{'a': 0.35, 'e': 0.4250000000000106}",25,18,4.072796524525532,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.35, 'e': 0.4225000000000106}",30,16,-45.76627292152395,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
232,False,"{'a': 0.35, 'e': 0.4200000000000106}",30,12,-84.99473005029543,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
233,False,"{'a': 0.35, 'e': 0.4175000000000106}",20,0,-110.71621023885388,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
234,False,"{'a': 0.35, 'e': 0.4150000000000106}",30,0,29.43312504258633,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.35, 'e': 0.4125000000000106}",20,9,-4.0806994166448725,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.35, 'e': 0.4100000000000106}",25,10,-49.00967169783816,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
237,False,"{'a': 0.35, 'e': 0.4075000000000106}",20,0,-64.64373619876459,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
238,False,"{'a': 0.35, 'e': 0.4050000000000106}",30,6,-52.24588921768478,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
239,False,"{'a': 0.35, 'e': 0.40250000000001057}",30,18,-22.112981536091,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.35, 'e': 0.40000000000001057}",20,12,-7.999231081825858,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.35, 'e': 0.39750000000001057}",20,0,14.683557584941767,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 0.35, 'e': 0.39500000000001056}",25,3,13.808718690654379,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.35, 'e': 0.39250000000001056}",20,1,30.762053852623765,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.35, 'e': 0.39000000000001056}",25,9,12.573664495039205,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.35, 'e': 0.38750000000001056}",25,12,-70.37119074042003,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
246,False,"{'a': 0.35, 'e': 0.38500000000001056}",20,0,-57.45900825296659,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
247,False,"{'a': 0.35, 'e': 0.38250000000001055}",20,9,-29.922451547972074,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.35, 'e': 0.38000000000001055}",20,2,-46.44296980348822,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
249,False,"{'a': 0.35, 'e': 0.37750000000001055}",20,0,-10.638609729864035,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
250,False,"{'a': 0.35, 'e': 0.37500000000001055}",20,8,13.822728994674556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.35, 'e': 0.37250000000001054}",20,0,-36.1558499574618,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
252,False,"{'a': 0.35, 'e': 0.37000000000001054}",20,0,-32.04761162113392,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
253,False,"{'a': 0.35, 'e': 0.36750000000001054}",25,0,-59.22009133313862,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
254,False,"{'a': 0.35, 'e': 0.36500000000001054}",25,15,16.111146121148835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.35, 'e': 0.36250000000001054}",25,0,-44.30755509137603,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
256,False,"{'a': 0.35, 'e': 0.36000000000001053}",30,16,27.591348314040587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.35, 'e': 0.35750000000001053}",25,9,1.2087258162524213,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.35, 'e': 0.35500000000001053}",20,0,32.97729673081539,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.35, 'e': 0.3525000000000105}",20,13,0.6011985799255513,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.35, 'e': 0.3500000000000105}",20,0,-51.812973470052256,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
261,False,"{'a': 0.35, 'e': 0.3475000000000105}",30,6,-14.239694635206783,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.35, 'e': 0.3450000000000105}",25,0,-40.82745960737115,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
263,False,"{'a': 0.35, 'e': 0.3425000000000105}",25,16,-25.41034186401926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.35, 'e': 0.3400000000000105}",30,15,-28.406446830467445,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.35, 'e': 0.3375000000000105}",35,21,-10.660851911512246,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
266,False,"{'a': 0.35, 'e': 0.3350000000000105}",25,8,-4.727754014619567,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.35, 'e': 0.3325000000000105}",25,3,-32.992630841868056,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
268,False,"{'a': 0.35, 'e': 0.3300000000000105}",25,19,-0.3526955899552324,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.35, 'e': 0.3275000000000105}",20,0,-24.156267256817458,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
270,False,"{'a': 0.35, 'e': 0.3250000000000105}",25,20,9.168039779407492,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.35, 'e': 0.3225000000000105}",25,8,19.344922836973208,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.35, 'e': 0.3200000000000105}",35,9,26.269989664948987,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.35, 'e': 0.3175000000000105}",20,2,-14.974700392029217,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.35, 'e': 0.3150000000000105}",35,17,4.682102529920602,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.35, 'e': 0.3125000000000105}",30,15,-28.919788237103973,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 0}",1
276,False,"{'a': 0.35, 'e': 0.3100000000000105}",25,1,-35.39885548876566,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
277,False,"{'a': 0.35, 'e': 0.3075000000000105}",25,3,-41.204611963796545,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
278,False,"{'a': 0.35, 'e': 0.3050000000000105}",20,0,-48.46332286395415,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
279,False,"{'a': 0.35, 'e': 0.3025000000000105}",20,11,16.179555116579344,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.35, 'e': 0.3000000000000105}",20,8,-35.653379776296696,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.35, 'e': 0.2975000000000105}",20,12,6.693091386675029,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.35, 'e': 0.2950000000000105}",20,16,7.773484488121647,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.35, 'e': 0.2925000000000105}",20,11,21.674933443106262,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.35, 'e': 0.29000000000001047}",20,0,13.596624390036226,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.35, 'e': 0.28750000000001047}",20,0,-50.61135206077051,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
286,False,"{'a': 0.35, 'e': 0.28500000000001047}",30,6,23.30254981088256,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.35, 'e': 0.28250000000001046}",20,11,8.086610255469564,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.35, 'e': 0.28000000000001046}",20,0,19.80347828357498,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.35, 'e': 0.27750000000001046}",25,11,-92.91813091229066,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
290,False,"{'a': 0.35, 'e': 0.27500000000001046}",35,2,2.2773186439643514,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 1}",1
291,False,"{'a': 0.35, 'e': 0.27250000000001046}",20,8,-21.49786068439527,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
292,False,"{'a': 0.35, 'e': 0.27000000000001045}",30,16,11.131599104103545,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.35, 'e': 0.26750000000001045}",25,0,-30.67137068452688,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
294,False,"{'a': 0.35, 'e': 0.26500000000001045}",30,0,23.095256723391465,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
295,False,"{'a': 0.35, 'e': 0.26250000000001045}",20,10,13.504680283301276,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.35, 'e': 0.26000000000001044}",20,4,5.056668843468343,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.35, 'e': 0.25750000000001044}",25,7,9.727148627546176,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.35, 'e': 0.25500000000001044}",20,14,12.844065909386572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.35, 'e': 0.25250000000001044}",20,10,-20.621955110682816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.35, 'e': 0.25000000000001044}",25,13,21.26312019576893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.35, 'e': 0.24750000000001043}",20,0,-4.937927275079007,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
302,False,"{'a': 0.35, 'e': 0.24500000000001043}",20,15,9.55819751689832,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.35, 'e': 0.24250000000001043}",30,22,14.260865018978281,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.35, 'e': 0.24000000000001043}",30,10,-15.585066694248042,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
305,False,"{'a': 0.35, 'e': 0.23750000000001042}",30,20,20.051517658458216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.35, 'e': 0.23500000000001042}",20,12,-27.00458440627068,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.35, 'e': 0.23250000000001042}",20,8,23.286419921993115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.35, 'e': 0.23000000000001042}",25,13,2.7329516897954873,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
